,label,N,P,K,ph,temperature,humidity,rainfall
1116,Lady Finger,80,10,40,6.4,26.63838589,84.69546874,48.32428609
1117,Lady Finger,80,10,40,6.38,28.61475136,94.22253035,28.98574189
1118,Lady Finger,80,10,40,6.36,22.42776057,93.91722423,102.7230739
1119,Lady Finger,80,10,40,6.34,31.8520694,90.12220323,109.9455062
1120,Lady Finger,80,10,40,6.32,32.76795887,94.57377401,240.4795923
1121,Lemon,20,10,10,3.1,25.65553461,83.47021081,217.3788583
1122,Lemon,20,10,10,3.12,18.41932981,64.23580251,76.41312437
1123,Lemon,20,10,10,3.14,19.40751744,18.98030507,80.25064637
1124,Lemon,20,10,10,3.16,24.32116642,21.0278674,60.27552528
1125,Lemon,20,10,10,3.18,18.41645629,34.80541039,163.2747473
1126,Lemon,20,10,10,3.2,25.12528913,51.33189406,38.48678973
1127,Lemon,20,10,10,3.22,27.82684262,87.16679147,58.37249772
1128,Lemon,20,10,10,3.24,31.74105409,68.63525428,62.3061735
1129,Lemon,20,10,10,3.26,21.31852148,66.43934593,45.42616802
1130,Lemon,20,10,10,3.28,19.81069447,88.92944254,102.860084
1131,Lemon,20,10,10,3.08,29.2440638,77.32017166,90.66727868
1132,Lemon,20,10,10,3.06,32.13409675,50.52559148,98.63333684
1133,Lemon,20,10,10,3.04,36.73126647,80.58931938,72.24230804
1134,Lemon,20,10,10,3.02,24.9004602,89.73524177,57.44942094
1135,Lemon,20,10,10,3,28.27973674,90.38971208,21.58992507
1136,Lemon,20,10,10,2.98,22.84852833,94.32130209,123.5977843
1137,Lemon,20,10,10,2.96,30.55472573,90.90343769,106.0711985
1138,Lemon,20,10,10,2.94,33.83508569,92.85470152,203.4044028
1139,Lemon,20,10,10,2.92,28.130115,95.64807631,151.0761899
1140,Lemon Grass,25,40,40,5.5,26.52872817,80.12267476,218.9163567
1141,Lemon Grass,25,40,40,5.52,18.66746724,71.516474,69.93293255
1142,Lemon Grass,25,40,40,5.54,19.41789736,16.80472243,68.4951189
1143,Lemon Grass,25,40,40,5.56,21.35135729,22.91244883,146.4548645
1144,Lemon Grass,25,40,40,5.58,24.69487673,59.96669215,91.95792434
1145,Lemon Grass,25,40,40,5.6,31.2123945,40.92604945,53.78769958
1146,Lemon Grass,25,40,40,5.62,29.25649321,81.97952224,42.02483277
1147,Lemon Grass,25,40,40,5.64,30.0328403,64.14800537,71.21006868
1148,Lemon Grass,25,40,40,5.66,24.91079638,60.71367427,42.19740397
1149,Lemon Grass,25,40,40,5.68,24.51147697,90.64498715,105.6209954
1150,Lemon Grass,25,40,40,5.48,27.48612983,76.11239849,109.2768851
1151,Lemon Grass,25,40,40,5.46,28.3471611,53.53903102,90.40260445
1152,Lemon Grass,25,40,40,5.44,15.3246651,81.67215994,71.60102999
1153,Lemon Grass,25,40,40,5.42,26.81383586,87.21986949,51.70497792
1154,Lemon Grass,25,40,40,5.4,27.46583649,94.87679041,27.27899847
1155,Lemon Grass,25,40,40,5.38,23.80436344,92.80441624,100.6192543
1156,Lemon Grass,25,40,40,5.36,34.90665289,92.87820148,102.1906333
1157,Lemon Grass,25,40,40,5.34,24.48620746,92.98254537,183.49095
1158,Lemon Grass,25,40,40,5.32,26.31270635,98.62048026,208.1181381
1159,Lentils(Masoor Dal),20,60,20,5.5,23.48381344,81.33265073,224.0581164
1160,Lentils(Masoor Dal),20,60,20,5.52,18.14710054,71.09445342,88.07753741
1161,Lentils(Masoor Dal),20,60,20,5.54,17.48042641,15.7559405,66.96980581
1162,Lentils(Masoor Dal),20,60,20,5.56,20.61162204,24.36314135,69.63833855
1163,Lentils(Masoor Dal),20,60,20,5.58,28.69180475,49.47225353,96.36222901
1164,Lentils(Masoor Dal),20,60,20,5.6,28.52396666,55.77264351,61.32935611
1165,Lentils(Masoor Dal),20,60,20,5.62,28.56212158,83.24855855,56.48265193
1166,Lentils(Masoor Dal),20,60,20,5.64,34.03679184,67.21113844,73.23573601
1167,Lentils(Masoor Dal),20,60,20,5.66,28.05153602,63.49802189,43.35795377
1168,Lentils(Masoor Dal),20,60,20,5.68,26.25070298,67.62779652,40.8106299
1169,Lentils(Masoor Dal),20,60,20,5.48,18.09903225,85.70786282,107.0050976
1170,Lentils(Masoor Dal),20,60,20,5.46,29.90888522,76.98740841,91.99964712
1171,Lentils(Masoor Dal),20,60,20,5.44,30.7645515,47.93791463,90.38503469
1172,Lentils(Masoor Dal),20,60,20,5.42,25.96308415,82.57813624,70.31782647
1173,Lentils(Masoor Dal),20,60,20,5.4,25.50736962,84.24340241,44.2068997
1174,Lentils(Masoor Dal),20,60,20,5.38,29.17052093,94.19790371,22.06994464
1175,Lentils(Masoor Dal),20,60,20,5.36,22.91430043,90.70475565,118.6044645
1176,Lentils(Masoor Dal),20,60,20,5.34,11.03367937,92.22706805,112.7715925
1177,Lentils(Masoor Dal),20,60,20,5.32,27.71948962,94.43877142,82.83061083
1178,Lima beans(Pavta),40,60,20,5,24.51588066,83.5352163,230.4462359
1179,Lima beans(Pavta),40,60,20,5.02,21.77689322,57.80840636,102.0861694
1180,Lima beans(Pavta),40,60,20,5.04,17.88776475,15.40589717,68.54932919
1181,Lima beans(Pavta),40,60,20,5.06,18.31561493,15.36143547,81.78710463
1182,Lima beans(Pavta),40,60,20,5.08,23.60506572,21.90539577,100.5978728
1183,Lima beans(Pavta),40,60,20,5.1,22.47253208,62.56532471,96.74706956
1184,Lima beans(Pavta),40,60,20,5.12,25.32688786,63.18180319,32.71129281
1185,Lima beans(Pavta),40,60,20,5.14,29.2808618,81.8009244,44.47427436
1186,Lima beans(Pavta),40,60,20,5.16,28.63005477,66.770943,62.2737345
1187,Lima beans(Pavta),40,60,20,5.18,26.13708256,66.7729209,46.48280681
1188,Lima beans(Pavta),40,60,20,4.98,24.83954414,86.88738076,107.6435771
1189,Lima beans(Pavta),40,60,20,4.96,27.39489579,83.31172003,92.78133617
1190,Lima beans(Pavta),40,60,20,4.94,27.81005614,51.59445462,95.89898581
1191,Lima beans(Pavta),40,60,20,4.92,39.37102553,81.25353895,74.08101744
1192,Lima beans(Pavta),40,60,20,4.9,24.24782473,83.03687902,54.7657624
1193,Lima beans(Pavta),40,60,20,4.88,29.94349168,93.90741192,20.39020503
1194,Lima beans(Pavta),40,60,20,4.86,21.41363812,92.99124545,118.3979065
1195,Lima beans(Pavta),40,60,20,4.84,24.45132792,93.10527686,109.4711098
1196,Lima beans(Pavta),40,60,20,4.82,35.32876402,91.06138506,163.9069365
1197,Maize,80,40,20,5.5,26.49109635,80.15836264,242.8640342
1198,Maize,80,40,20,5.52,22.61359953,63.69070564,87.75953857
1199,Maize,80,40,20,5.54,18.74826712,62.49878458,70.23401597
1200,Maize,80,40,20,5.56,20.71424384,15.27824066,76.77888672
1201,Maize,80,40,20,5.58,19.18572809,20.83398341,80.15293435
1202,Maize,80,40,20,5.6,31.46417866,48.17631461,165.405354
1203,Maize,80,40,20,5.62,29.61253065,63.04749127,50.1978269
1204,Maize,80,40,20,5.64,29.16174608,80.28038146,40.16545979
1205,Maize,80,40,20,5.66,27.44003279,67.10464369,72.50669768
1206,Maize,80,40,20,5.68,18.43966037,68.05394959,39.00992137
1207,Maize,80,40,20,5.48,19.30106297,87.1775172,105.4766591
1208,Maize,80,40,20,5.46,25.16278237,84.97849241,90.94554618
1209,Maize,80,40,20,5.44,29.75150773,46.73723302,91.405983
1210,Maize,80,40,20,5.42,13.28504331,83.54193816,65.80006004
1211,Maize,80,40,20,5.4,24.37118217,87.1269128,44.63907691
1212,Maize,80,40,20,5.38,29.47156259,90.77069618,28.75226067
1213,Maize,80,40,20,5.36,22.69780133,92.82223419,105.0508234
1214,Maize,80,40,20,5.34,20.87947369,90.93756231,102.4550786
1215,Maize,80,40,20,5.32,28.91842453,94.63676767,63.68794608
1216,Mango,20,20,30,5,20.61521424,83.77345559,279.5451717
1217,Mango,20,20,30,5.02,22.02720976,65.35549924,83.73280082
1218,Mango,20,20,30,5.04,20.93175255,18.91295403,78.06910795
1219,Mango,20,20,30,5.06,24.84906168,22.89464642,62.21292186
1220,Mango,20,20,30,5.08,19.54317155,56.92831399,173.1686574
1221,Mango,20,20,30,5.1,30.99256944,43.02151392,58.27600682
1222,Mango,20,20,30,5.12,29.5888162,89.9939693,54.96121262
1223,Mango,20,20,30,5.14,27.05365239,67.7017527,60.4693835
1224,Mango,20,20,30,5.16,28.31886863,60.19461399,45.36521251
1225,Mango,20,20,30,5.18,19.72620525,89.64934166,108.2287276
1226,Mango,20,20,30,4.98,25.14517635,81.38204104,119.218154
1227,Mango,20,20,30,4.96,30.07202564,50.96040505,92.09609766
1228,Mango,20,20,30,4.94,23.60115364,82.48336987,73.23901752
1229,Mango,20,20,30,4.92,25.26931156,87.55055105,40.12650421
1230,Mango,20,20,30,4.9,28.20619412,92.86798698,28.78654515
1231,Mango,20,20,30,4.88,22.63946441,90.18451645,108.3405879
1232,Mango,20,20,30,4.86,26.56608303,94.45239715,116.3796525
1233,Mango,20,20,30,4.84,32.86316618,91.4618874,47.271547
1234,Mango,20,20,30,4.82,26.58580443,90.98617591,178.8116076
1235,Moth bean(Matki),20,40,20,5.5,25.66585205,80.66385045,209.5869708
1236,Moth bean(Matki),20,40,20,5.52,24.84016732,68.3584573,74.05474936
1237,Moth bean(Matki),20,40,20,5.54,18.17912258,18.90426935,81.84997529
1238,Moth bean(Matki),20,40,20,5.56,17.84806561,18.77621951,143.0984171
1239,Moth bean(Matki),20,40,20,5.58,29.23540524,59.38967583,103.3301803
1240,Moth bean(Matki),20,40,20,5.6,20.04611791,48.93905624,122.4564203
1241,Moth bean(Matki),20,40,20,5.62,27.96583691,61.34900107,70.10472076
1242,Moth bean(Matki),20,40,20,5.64,28.43683487,87.91332682,43.12063289
1243,Moth bean(Matki),20,40,20,5.66,30.32992227,65.62971858,71.64631281
1244,Moth bean(Matki),20,40,20,5.68,20.94981756,65.8108757,44.23913012
1245,Moth bean(Matki),20,40,20,5.48,20.51343484,92.51675903,110.5764023
1246,Moth bean(Matki),20,40,20,5.46,28.9470467,82.1888998,95.83016448
1247,Moth bean(Matki),20,40,20,5.44,32.45465292,50.69693751,95.04871605
1248,Moth bean(Matki),20,40,20,5.42,41.65602996,82.22118237,74.19664838
1249,Moth bean(Matki),20,40,20,5.4,24.84740848,89.20454622,59.67927244
1250,Moth bean(Matki),20,40,20,5.38,29.48069921,90.33698678,26.0365768
1251,Moth bean(Matki),20,40,20,5.36,22.61711614,93.51978375,116.9256766
1252,Moth bean(Matki),20,40,20,5.34,13.70319166,90.95589386,106.2944879
1253,Moth bean(Matki),20,40,20,5.32,24.87212063,93.90560147,135.1694525
1254,Mung beans,20,40,20,5.5,24.28209415,80.30025587,231.0863347
1255,Mung beans,20,40,20,5.52,22.27526694,58.84015925,63.87020584
1256,Mung beans,20,40,20,5.54,18.01272266,18.30968112,81.98568791
1257,Mung beans,20,40,20,5.56,19.88394011,20.31564139,60.91974792
1258,Mung beans,20,40,20,5.58,27.33534897,43.35795962,142.3303677
1259,Mung beans,20,40,20,5.6,27.91095209,64.70930606,32.67891866
1260,Mung beans,20,40,20,5.62,24.86803974,48.27531965,63.9187654
1261,Mung beans,20,40,20,5.64,28.79728147,80.45744422,44.30070517
1262,Mung beans,20,40,20,5.66,28.546224,66.31394098,62.83469851
1263,Mung beans,20,40,20,5.68,24.84918386,68.98088448,41.61080544
1264,Mung beans,20,40,20,5.48,18.90223032,94.99897537,107.6103211
1265,Mung beans,20,40,20,5.46,27.96236771,84.15403614,97.55986676
1266,Mung beans,20,40,20,5.44,35.47478322,47.97230503,97.79072474
1267,Mung beans,20,40,20,5.42,17.98667801,81.17712085,72.37127689
1268,Mung beans,20,40,20,5.4,26.98212846,86.70068316,42.91292205
1269,Mung beans,20,40,20,5.38,27.51492243,94.96218673,21.01796432
1270,Mung beans,20,40,20,5.36,21.45278675,90.74531921,116.7036582
1271,Mung beans,20,40,20,5.34,20.48954522,93.72485075,111.8391951
1272,Mung beans,20,40,20,5.32,43.36051537,93.35191636,114.778071
1273,Mushroom,100,50,60,6.5,24.17298839,83.7287574,257.0343554
1274,Mushroom,100,50,60,6.52,19.39851734,62.35750641,60.95197486
1275,Mushroom,100,50,60,6.54,17.84851658,19.09172907,76.32470713
1276,Mushroom,100,50,60,6.56,24.51324787,20.81527638,64.19497947
1277,Mushroom,100,50,60,6.58,30.11812084,34.13307843,157.0858232
1278,Mushroom,100,50,60,6.6,27.3179125,51.66921088,32.55919573
1279,Mushroom,100,50,60,6.62,28.7420098,85.81675947,48.54598575
1280,Mushroom,100,50,60,6.64,32.88733849,64.59457409,71.50569456
1281,Mushroom,100,50,60,6.66,21.12695586,63.18738532,38.71834464
1282,Mushroom,100,50,60,6.68,19.8671184,86.35590206,108.3168858
1283,Mushroom,100,50,60,6.48,29.16226551,76.16151562,100.0075679
1284,Mushroom,100,50,60,6.46,30.01592643,53.19212381,97.72843182
1285,Mushroom,100,50,60,6.44,37.46566825,80.65968681,66.83872293
1286,Mushroom,100,50,60,6.42,26.47330219,80.92254421,53.65742581
1287,Mushroom,100,50,60,6.4,25.3310446,84.30533791,41.53218699
1288,Mushroom,100,50,60,6.38,27.04863538,91.34685096,25.08146686
1289,Mushroom,100,50,60,6.36,23.64082979,90.95257927,116.7431319
1290,Mushroom,100,50,60,6.34,28.04799508,90.00621688,117.1311498
1291,Mushroom,100,50,60,6.32,29.02328049,90.20396783,126.8069869
1292,Musk Melon,100,10,50,5.5,25.78720567,82.11124033,243.5120414
1293,Musk Melon,100,10,50,5.52,19.29563411,69.63481219,83.21030571
1294,Musk Melon,100,10,50,5.54,18.88852533,14.99451145,80.1113384
1295,Musk Melon,100,10,50,5.56,18.358923,19.37703396,138.414764
1296,Musk Melon,100,10,50,5.58,36.20970524,31.94550613,191.0658531
1297,Musk Melon,100,10,50,5.6,28.99319096,62.85948245,70.4713043
1298,Musk Melon,100,10,50,5.62,29.34594634,85.60472562,59.03629954
1299,Musk Melon,100,10,50,5.64,25.54960633,63.95425534,63.1830529
1300,Musk Melon,100,10,50,5.66,20.95628486,63.68128841,52.39881209
1301,Musk Melon,100,10,50,5.68,20.12644921,87.59629625,108.065579
1302,Musk Melon,100,10,50,5.48,25.99069521,83.33983116,112.0777152
1303,Musk Melon,100,10,50,5.46,35.96054636,48.69677802,98.00644238
1304,Musk Melon,100,10,50,5.44,16.76201707,82.00335557,73.28712806
1305,Musk Melon,100,10,50,5.42,24.86094646,85.05318563,55.29563514
1306,Musk Melon,100,10,50,5.4,29.11858526,92.12543021,24.52020164
1307,Musk Melon,100,10,50,5.38,22.71271308,90.45261746,109.8852597
1308,Musk Melon,100,10,50,5.36,24.60297538,91.28408653,111.2948115
1309,Musk Melon,100,10,50,5.34,38.4418717,93.63739039,77.71566883
1310,Musk Melon,100,10,50,5.32,27.63551259,99.34854917,157.9171537
1311,Mustard seeds,100,30,15,6.5,25.15745531,83.11713476,231.3843163
1312,Mustard seeds,100,30,15,6.52,23.09348056,60.1159381,65.49730729
1313,Mustard seeds,100,30,15,6.54,18.72963144,19.18197264,71.58010169
1314,Mustard seeds,100,30,15,6.56,19.62207826,18.67170854,144.1567454
1315,Mustard seeds,100,30,15,6.58,30.27374995,67.38680755,127.7767134
1316,Mustard seeds,100,30,15,6.6,27.33580911,55.27755933,73.44775287
1317,Mustard seeds,100,30,15,6.62,28.17432665,81.04554836,36.35720652
1318,Mustard seeds,100,30,15,6.64,29.48439992,63.19915325,71.89090748
1319,Mustard seeds,100,30,15,6.66,27.71678273,63.29103387,68.56507978
1320,Mustard seeds,100,30,15,6.68,20.76774783,63.90164154,47.9271552
1321,Mustard seeds,100,30,15,6.48,22.59890174,93.16343942,110.0932899
1322,Mustard seeds,100,30,15,6.46,26.59580783,82.99556744,100.5123341
1323,Mustard seeds,100,30,15,6.44,33.44619894,53.05980465,98.05089394
1324,Mustard seeds,100,30,15,6.42,16.27852801,82.94270065,66.57462809
1325,Mustard seeds,100,30,15,6.4,26.84366082,83.85039964,40.228644
1326,Mustard seeds,100,30,15,6.38,27.87317436,91.14849627,24.05207925
1327,Mustard seeds,100,30,15,6.36,23.8812458,93.45067555,104.9116663
1328,Mustard seeds,100,30,15,6.34,17.66545409,91.69865887,110.6857506
1329,Mustard seeds,100,30,15,6.32,30.10773379,90.34546355,75.24521981
1330,Olive,100,60,30,6.5,26.31355498,82.36698992,265.5355937
1331,Olive,100,60,30,6.52,24.7947077,70.04556743,76.72860067
1332,Olive,100,60,30,6.54,18.2356751,19.68538502,83.74879344
1333,Olive,100,60,30,6.56,22.64236876,21.59396123,122.3886015
1334,Olive,100,60,30,6.58,33.30711818,67.07780816,108.5090168
1335,Olive,100,60,30,6.6,27.09400578,43.65305437,41.53749535
1336,Olive,100,60,30,6.62,28.30041493,86.20681554,50.47333854
1337,Olive,100,60,30,6.64,30.41588462,67.66323804,63.02473185
1338,Olive,100,60,30,6.66,29.19585548,68.01965728,44.93261911
1339,Olive,100,60,30,6.68,21.57936934,94.88267728,102.8593382
1340,Olive,100,60,30,6.48,28.05484146,78.04602887,108.3957179
1341,Olive,100,60,30,6.46,34.72413192,51.4271781,97.31258083
1342,Olive,100,60,30,6.44,12.7567962,81.62497448,66.77844567
1343,Olive,100,60,30,6.42,24.53442564,88.989272,49.11618732
1344,Olive,100,60,30,6.4,29.09910406,94.22237826,22.52497327
1345,Olive,100,60,30,6.38,28.96017885,91.69532178,24.7458198
1346,Olive,100,60,30,6.36,22.31944084,90.85174383,100.1173443
1347,Olive,100,60,30,6.34,34.05296914,92.05811721,116.8020848
1348,Olive,100,60,30,6.32,24.70528368,90.14732171,108.4103158
1349,Onion,120,60,65,6,22.78133816,82.06719137,248.7183228
1350,Onion,120,60,65,6.02,21.54156232,59.64024162,109.7515385
1351,Onion,120,60,65,6.04,18.8202251,16.1074793,89.73119396
1352,Onion,120,60,65,6.06,18.87614998,24.54038287,105.4120514
1353,Onion,120,60,65,6.08,33.4126864,35.42910045,139.6702541
1354,Onion,120,60,65,6.1,25.4123765,49.66474269,31.87416982
1355,Onion,120,60,65,6.12,29.65021184,80.29868321,56.76278363
1356,Onion,120,60,65,6.14,29.36358721,64.98742947,61.91208707
1357,Onion,120,60,65,6.16,24.02037872,61.62313345,49.78102578
1358,Onion,120,60,65,6.18,24.26601316,93.7974061,104.5375109
1359,Onion,120,60,65,5.98,28.65003945,82.68752542,98.75084366
1360,Onion,120,60,65,5.96,31.74592134,45.16127859,93.75441586
1361,Onion,120,60,65,5.94,22.03296178,83.74372787,65.34440794
1362,Onion,120,60,65,5.92,25.18780042,83.44621709,46.87420883
1363,Onion,120,60,65,5.9,26.89750174,83.89241484,43.97193745
1364,Onion,120,60,65,5.88,29.5275305,94.57459443,21.13545688
1365,Onion,120,60,65,5.86,22.29423493,90.69033986,122.7418744
1366,Onion,120,60,65,5.84,31.75048899,94.59551226,115.1989301
1367,Onion,120,60,65,5.82,40.00439101,90.17015833,92.11877372
1368,Orange,20,10,10,4,26.29465461,84.56919326,257.4914906
1369,Orange,20,10,10,4.02,21.70181447,60.47470519,95.71388473
1370,Orange,20,10,10,4.04,20.1187446,14.44228303,88.68168643
1371,Orange,20,10,10,4.06,18.81097271,21.27833035,125.084915
1372,Orange,20,10,10,4.08,28.09269012,44.93322042,197.1144011
1373,Orange,20,10,10,4.1,27.0956288,42.26206161,71.1271039
1374,Orange,20,10,10,4.12,27.53632932,89.92908171,45.48591922
1375,Orange,20,10,10,4.14,33.04687968,68.93875631,62.30278274
1376,Orange,20,10,10,4.16,24.12192608,61.09533545,44.23629285
1377,Orange,20,10,10,4.18,22.43377991,90.3396556,112.459697
1378,Orange,20,10,10,3.98,29.66727337,83.51014178,110.2511102
1379,Orange,20,10,10,3.96,30.91471455,49.92963856,90.14047759
1380,Orange,20,10,10,3.94,33.4641162,83.86742974,67.92204319
1381,Orange,20,10,10,3.92,26.17668721,86.7295205,53.33484977
1382,Orange,20,10,10,3.9,28.96361426,93.88482153,23.56130173
1383,Orange,20,10,10,3.88,21.11478672,90.31528693,104.5086618
1384,Orange,20,10,10,3.86,22.30318989,92.15987039,117.3688104
1385,Orange,20,10,10,3.84,27.58548913,90.72526502,238.5008779
1386,Orange,20,10,10,3.82,27.0828252,97.00155491,171.7575545
1387,Papaya,50,50,50,6,22.2286982,81.85872947,278.0791793
1388,Papaya,50,50,50,6.02,20.51716779,59.21235483,67.61013737
1389,Papaya,50,50,50,6.04,20.65691793,15.84572566,65.23811143
1390,Papaya,50,50,50,6.06,23.44260668,22.77255917,107.4137246
1391,Papaya,50,50,50,6.08,24.54757829,57.3414485,118.3606557
1392,Papaya,50,50,50,6.1,28.56800579,57.30636014,64.53027638
1393,Papaya,50,50,50,6.12,29.66461594,84.28187572,56.09542002
1394,Papaya,50,50,50,6.14,33.95309131,69.96100028,61.16350463
1395,Papaya,50,50,50,6.16,23.33565221,67.40460704,36.18678721
1396,Papaya,50,50,50,6.18,22.92052307,85.12912161,110.2437841
1397,Papaya,50,50,50,5.98,25.05802193,84.97323747,110.4408803
1398,Papaya,50,50,50,5.96,35.37775595,45.58110023,97.41586402
1399,Papaya,50,50,50,5.94,11.7976469,80.86325389,65.06962486
1400,Papaya,50,50,50,5.92,26.03867719,84.6378378,44.3993381
1401,Papaya,50,50,50,5.9,28.59052369,91.33617236,29.44008034
1402,Papaya,50,50,50,5.88,23.59997268,90.97597665,107.1728191
1403,Papaya,50,50,50,5.86,11.50322938,94.8933184,115.5683776
1404,Papaya,50,50,50,5.84,40.78881819,92.90951393,132.7923586
1405,Papaya,50,50,50,5.82,28.11321494,90.01734526,172.4813641
1406,pigeon peas(Toor Dal),20,60,20,5.5,24.01497622,82.05687182,185.2773389
1407,pigeon peas(Toor Dal),20,60,20,5.52,23.31689124,73.4541537,94.29712821
1408,pigeon peas(Toor Dal),20,60,20,5.54,17.3348681,18.74926979,82.61734721
1409,pigeon peas(Toor Dal),20,60,20,5.56,22.13974653,23.02251117,76.64128258
1410,pigeon peas(Toor Dal),20,60,20,5.58,36.89163721,62.73178224,163.7266551
1411,pigeon peas(Toor Dal),20,60,20,5.6,19.54284889,66.34777265,173.1106982
1412,pigeon peas(Toor Dal),20,60,20,5.62,29.33743412,49.00323081,42.44054315
1413,pigeon peas(Toor Dal),20,60,20,5.64,28.56149805,83.63802195,41.013132
1414,pigeon peas(Toor Dal),20,60,20,5.66,31.86847286,66.74217464,74.22238583
1415,pigeon peas(Toor Dal),20,60,20,5.68,24.70626432,60.26854183,53.12442925
1416,pigeon peas(Toor Dal),20,60,20,5.48,19.44623085,89.02127045,106.1606833
1417,pigeon peas(Toor Dal),20,60,20,5.46,28.1279509,77.48247073,103.5045395
1418,pigeon peas(Toor Dal),20,60,20,5.44,31.89356292,49.02450149,89.59371481
1419,pigeon peas(Toor Dal),20,60,20,5.42,26.91624843,80.76838926,69.30927185
1420,pigeon peas(Toor Dal),20,60,20,5.4,24.90123934,87.20772913,46.59207341
1421,pigeon peas(Toor Dal),20,60,20,5.38,28.57819995,92.86597437,27.5987178
1422,pigeon peas(Toor Dal),20,60,20,5.36,21.0365275,94.33919546,114.7412734
1423,pigeon peas(Toor Dal),20,60,20,5.34,22.45616931,91.52781832,118.0069295
1424,pigeon peas(Toor Dal),20,60,20,5.32,23.11407669,94.31994776,231.5153161
1425,Pineapple,160,40,120,6.5,21.7238313,80.2389895,277.9626192
1426,Pineapple,160,40,120,6.52,21.869274,61.91044947,107.2681929
1427,Pineapple,160,40,120,6.54,17.50361137,15.48083156,72.9446671
1428,Pineapple,160,40,120,6.56,19.52226241,24.92607153,113.334026
1429,Pineapple,160,40,120,6.58,30.90607799,52.79913039,170.9919828
1430,Pineapple,160,40,120,6.6,26.45707778,56.40226277,64.16167699
1431,Pineapple,160,40,120,6.62,29.83040388,89.30428305,58.86687093
1432,Pineapple,160,40,120,6.64,30.20157245,60.06534859,66.37171179
1433,Pineapple,160,40,120,6.66,25.43459777,69.12613376,41.02682925
1434,Pineapple,160,40,120,6.68,19.54128063,90.29751796,104.3739878
1435,Pineapple,160,40,120,6.48,28.09577643,77.79586769,109.5408614
1436,Pineapple,160,40,120,6.46,34.73823882,49.08864345,90.65022183
1437,Pineapple,160,40,120,6.44,30.50734778,82.71775569,70.08200379
1438,Pineapple,160,40,120,6.42,26.2148837,87.6883982,59.65590798
1439,Pineapple,160,40,120,6.4,27.02415146,91.66737633,21.26034986
1440,Pineapple,160,40,120,6.38,23.67287749,90.4935574,104.2298028
1441,Pineapple,160,40,120,6.36,25.26052689,90.31153735,117.3695296
1442,Pineapple,160,40,120,6.34,29.33710543,90.81781439,202.0572747
1443,Pineapple,160,40,120,6.32,29.25902906,95.11294697,184.7624496
1444,Pistachio Nut,90,20,20,6,23.83509503,83.88387074,241.2013513
1445,Pistachio Nut,90,20,20,6.02,25.00933355,67.816568,62.91359494
1446,Pistachio Nut,90,20,20,6.04,19.95264829,14.82633099,88.6810311
1447,Pistachio Nut,90,20,20,6.06,22.98666928,20.57940608,143.8584938
1448,Pistachio Nut,90,20,20,6.08,30.5753044,34.75591197,177.5764304
1449,Pistachio Nut,90,20,20,6.1,26.85851927,48.8246387,34.7426459
1450,Pistachio Nut,90,20,20,6.12,27.96235681,83.97586797,48.9366954
1451,Pistachio Nut,90,20,20,6.14,25.68576704,69.84354028,74.62068748
1452,Pistachio Nut,90,20,20,6.16,25.39038396,60.4989659,39.18374505
1453,Pistachio Nut,90,20,20,6.18,24.45840036,86.10874614,111.3779693
1454,Pistachio Nut,90,20,20,5.98,25.90113128,80.47152737,110.10323
1455,Pistachio Nut,90,20,20,5.96,29.14305008,49.40983294,97.55155537
1456,Pistachio Nut,90,20,20,5.94,14.97846952,80.49979873,71.63437433
1457,Pistachio Nut,90,20,20,5.92,26.21667586,81.01009354,54.65423596
1458,Pistachio Nut,90,20,20,5.9,27.29035669,90.53330091,23.49535234
1459,Pistachio Nut,90,20,20,5.88,21.80129837,92.73446667,120.0586671
1460,Pistachio Nut,90,20,20,5.86,17.34083741,93.04897191,112.7194284
1461,Pistachio Nut,90,20,20,5.84,28.28222883,91.37059792,179.2720807
1462,Pistachio Nut,90,20,20,5.82,25.39241091,98.08951196,218.080385
1463,Pomegranate,20,10,40,5.5,20.41447029,82.20802629,245.1511304
1464,Pomegranate,20,10,40,5.52,22.8056033,56.50768935,101.5952794
1465,Pomegranate,20,10,40,5.54,18.17234999,14.70085967,90.7760707
1466,Pomegranate,20,10,40,5.56,17.00067625,19.90790546,103.2926407
1467,Pomegranate,20,10,40,5.58,27.9348279,66.45457122,145.3728801
1468,Pomegranate,20,10,40,5.6,30.04132304,63.56222995,31.83192392
1469,Pomegranate,20,10,40,5.62,28.2753171,82.76020821,56.04995423
1470,Pomegranate,20,10,40,5.64,31.55846339,67.83563765,74.86960831
1471,Pomegranate,20,10,40,5.66,28.83600962,69.76112921,44.08562546
1472,Pomegranate,20,10,40,5.68,18.91251245,87.74938524,111.2800516
1473,Pomegranate,20,10,40,5.48,27.84767901,83.31110751,117.2878912
1474,Pomegranate,20,10,40,5.46,29.98080499,49.48613279,91.82271568
1475,Pomegranate,20,10,40,5.44,18.4269936,80.55625868,69.75734306
1476,Pomegranate,20,10,40,5.42,24.9103226,86.97190046,49.48575692
1477,Pomegranate,20,10,40,5.4,29.09588297,94.16748386,26.70581328
1478,Pomegranate,20,10,40,5.38,23.76881552,90.59810302,102.2648546
1479,Pomegranate,20,10,40,5.36,31.08368929,90.14362642,109.6894658
1480,Pomegranate,20,10,40,5.34,40.21199348,94.50766912,186.6762324
1481,Pomegranate,20,10,40,5.32,27.10134661,93.69979946,150.9502632
1482,Potato,180,60,90,5,25.62980105,83.52842314,209.9001977
